       3.0232571   0.00039198602
       6.5116265    0.0011324041
       12.325582    0.0020034846
       22.558139   0.00060975613
       26.511627   0.00087108027
       31.627909   0.00074041820
       37.209302    0.0012195122
       43.023258    0.0013066202
       47.906977    0.0017421604
       57.441863    0.0036149825
       67.209301    0.0069686414
       77.209302     0.013371081
       81.860470     0.019294427
       86.976740     0.023649825
       92.790702     0.023954704
       97.441858     0.020426831
       102.55814     0.015156795
       106.74419     0.012717770
       113.72092    0.0076219508
       119.06977    0.0050087106
       126.97675    0.0024390242
       136.97675    0.0016550524
       141.62790    0.0016986061
       147.20930    0.0012630665
       151.86047    0.0012630665
       156.97674   0.00091463429
       162.79070   0.00095818832
       172.09302   0.00039198602
